Engine_Type,MTOW_kg,Range_km,Fuel_Consumption_Rate_kg_hr,Cruise_Speed_knots,Cruising_Altitude_ft,Climb_Rate_ft_min,Descent_Rate_ft_min,Landing_Weight_kg,Engine_Efficiency_TSFC,Aerodynamic_Efficiency_LD,Payload_kg,ETOPS_min,APU_Fuel_kg_hr,Wing_Span_m,Fuel_Capacity_L,Flap_Slat_Degrees,Avionics
Jet,74781.23,3009.83,1000.0,472.11,33976.9,2672.65,2115.71,60762.52,0.41,11.63,24175.89,330,55.41,80.0,24643.09,2.6,Legacy
Jet,40792.57,2000.0,1381.26,428.74,31896.68,1079.91,795.82,35361.06,0.71,15.56,9264.47,60,17.77,30.0,20000.0,18.58,Modern
Jet,83100.37,2000.0,10000.0,492.33,32091.38,1891.91,1510.61,73522.37,0.55,19.49,17333.39,240,69.44,30.0,28545.25,25.94,Legacy
Jet,93519.99,2000.0,8918.44,387.25,35894.13,2195.66,1304.5,75789.15,0.46,16.92,19622.96,120,44.67,30.0,35686.5,12.57,Legacy
Jet,80431.44,2000.0,6594.28,499.9,30880.88,1476.81,975.32,72975.64,0.52,13.28,16213.2,60,59.42,80.0,28698.94,38.93,Modern
Jet,87709.26,4387.19,2665.29,484.35,39250.95,2573.06,1910.0,75804.48,0.65,14.86,19798.6,330,64.16,30.0,20000.0,37.53,Modern
Piston,1943.95,429.99,181.21,112.35,8833.95,984.63,687.0,1814.61,0.45,12.04,549.18,0,24.81,8.0,100.0,13.45,Modern
Jet,161932.05,2000.0,9727.83,363.31,29336.69,1728.3,1206.38,131326.78,0.56,18.18,64824.13,330,38.33,80.0,68514.39,9.06,Modern
Turboprop,23418.34,2265.22,1000.0,258.13,20759.43,1377.84,850.94,22244.2,0.3,12.43,6473.32,0,20.65,30.0,6299.36,24.24,Modern
Jet,59470.27,2000.0,1000.0,408.31,34649.39,1592.54,1234.03,52317.4,0.53,14.57,24733.56,120,57.02,30.0,20000.0,1.21,Modern
Turboprop,12179.6,970.66,1000.0,195.17,17338.02,1725.76,1191.6,10488.34,0.37,12.21,4955.63,0,24.43,30.0,1415.89,10.05,Legacy
Jet,140704.06,2511.84,10000.0,381.09,37600.05,1185.76,669.0,125604.59,0.66,13.11,39638.77,120,71.38,80.0,43329.04,15.67,Modern
Piston,5051.08,1007.26,20.0,136.78,10430.53,1116.14,659.01,4052.49,0.52,11.87,2356.87,0,22.26,8.0,1000.0,36.01,Modern
Jet,147818.58,2000.0,10000.0,373.9,38028.23,2195.32,1159.91,127084.71,0.54,19.42,62868.42,330,76.05,30.0,40609.74,39.04,Modern
Jet,119381.18,15000.0,1000.0,415.92,36244.34,2784.47,1871.32,101825.3,0.41,9.88,35529.15,120,52.54,80.0,40944.64,28.2,Modern
Jet,160726.18,4968.78,10000.0,477.28,29497.78,3596.74,2821.94,134737.23,0.71,12.34,50663.22,120,61.74,80.0,92199.69,28.85,Modern
Jet,80001.66,2000.0,1500.72,419.04,32920.37,1564.44,1211.41,70911.33,0.69,14.7,23004.21,120,6.55,80.0,32343.12,2.64,Modern
Jet,129488.53,11247.35,10000.0,401.74,32294.34,1181.83,720.78,108358.53,0.46,17.23,39722.5,180,48.77,80.0,47685.94,30.74,Modern
Jet,130296.28,13106.16,10000.0,462.67,33118.86,1485.03,896.66,119991.41,0.48,12.71,46199.35,120,44.91,30.0,49416.37,3.26,Legacy
Turboprop,24312.98,500.0,169.55,248.32,20449.08,1376.46,735.53,22766.59,0.42,10.81,10786.43,0,21.7,30.0,2632.13,36.37,Modern
Jet,89667.94,6688.41,10000.0,409.93,32637.97,1939.73,1315.56,77718.96,0.63,16.6,35663.68,330,24.22,30.0,20000.0,32.39,Legacy
Jet,123967.23,2000.0,10000.0,425.2,33909.94,1855.83,1146.95,109232.08,0.48,16.99,51712.26,180,41.9,80.0,41643.8,36.22,Legacy
Turboprop,21397.04,500.0,50.0,262.5,24852.94,1865.37,1434.64,18624.45,0.48,10.45,7614.91,0,18.35,30.0,4990.84,38.68,Legacy
Turboprop,22495.52,500.0,1000.0,289.08,18814.85,957.04,504.32,18073.69,0.47,11.72,7380.71,0,17.2,30.0,6278.55,32.15,Modern
Jet,99613.25,2252.51,10000.0,410.25,39778.94,2003.64,1208.47,82837.1,0.51,17.21,30691.82,120,5.69,80.0,30211.21,26.85,Modern
Jet,59545.16,6989.38,10000.0,440.25,31115.14,1995.58,1383.95,52202.23,0.51,17.03,24197.85,330,60.5,80.0,20000.0,39.05,Modern
Jet,96134.23,2000.0,7278.09,535.04,35836.33,2241.57,1633.59,77696.14,0.63,14.64,28932.49,240,75.2,80.0,35296.5,25.48,Modern
Turboprop,19763.49,500.0,50.0,189.72,22750.55,1069.29,811.93,18587.18,0.42,11.19,6721.15,0,24.41,30.0,3798.4,29.12,Modern
Turboprop,19601.19,676.76,50.0,246.4,21138.73,1426.57,781.09,17602.5,0.42,11.94,4760.36,0,14.06,15.0,6143.73,15.74,Modern
Jet,102258.04,2000.0,1000.0,419.02,33990.32,1855.48,942.13,96171.37,0.63,18.62,44621.94,330,79.85,30.0,20000.0,38.07,Modern
Turboprop,29443.9,500.0,1000.0,262.43,19567.73,1281.11,896.08,24013.66,0.44,13.75,9902.1,0,6.73,30.0,10139.89,23.26,Modern
Turboprop,25779.74,500.0,1000.0,201.12,17300.04,1769.32,1300.4,21840.14,0.45,9.9,10936.37,0,19.86,30.0,7066.44,5.3,Modern
Jet,123339.89,15000.0,1000.0,497.36,36219.78,2334.7,1556.16,100912.69,0.6,16.64,59076.39,330,61.18,80.0,42666.2,14.65,Legacy
Turboprop,31531.57,3000.0,1000.0,224.79,21231.24,1273.25,975.85,28815.5,0.43,10.6,15730.28,0,12.64,30.0,5908.58,8.3,Modern
Jet,161062.37,2000.0,1000.0,470.11,36010.88,1802.54,1265.83,131317.11,0.57,16.4,75499.1,330,86.32,30.0,47154.25,39.17,Modern
Jet,82370.63,2000.0,10000.0,366.58,33310.64,1934.7,1454.05,65987.13,0.55,12.75,35805.44,60,16.45,80.0,40481.84,7.48,Modern
Jet,100360.59,15000.0,10000.0,424.81,36434.43,1653.49,1231.9,83102.38,0.66,16.9,32484.22,240,40.57,30.0,20000.0,31.66,Modern
Jet,102168.87,15000.0,10000.0,432.28,33006.01,1539.19,976.54,87334.27,0.63,15.0,27383.74,330,66.64,80.0,45541.62,0.11,Modern
Jet,120411.35,2000.0,1000.0,437.64,43554.22,2111.69,1629.46,112186.74,0.36,18.56,25869.68,60,21.97,30.0,28480.33,33.8,Modern
Piston,5609.11,953.58,200.0,109.49,11214.63,831.35,499.91,5275.8,0.52,11.51,2412.79,0,31.52,8.0,903.27,36.48,Modern
Jet,38684.82,3539.07,2550.3,426.75,34027.24,1577.46,1079.65,33307.94,0.45,17.52,15369.4,60,65.81,30.0,20000.0,29.83,Modern
Jet,135380.13,2000.0,5958.63,457.38,35162.14,1711.47,1253.44,117636.91,0.56,8.14,39340.33,240,57.93,30.0,21622.69,21.59,Modern
Jet,126131.24,2000.0,1000.0,442.57,38718.23,1300.91,716.44,118389.94,0.5,17.86,62750.19,330,39.37,80.0,37408.96,21.46,Legacy
Piston,5430.42,300.0,200.0,103.71,9216.2,1001.67,774.61,5088.94,0.48,12.66,2000.92,0,34.44,15.0,502.38,0.52,Legacy
Jet,118261.02,2000.0,9219.03,451.54,37047.71,1557.52,924.41,103861.79,0.62,13.61,58652.89,180,52.36,80.0,36295.56,10.41,Modern
Jet,78054.79,4592.41,6314.02,458.08,35509.1,1911.54,1199.42,66129.73,0.68,16.97,17433.09,240,27.31,30.0,24671.18,16.38,Modern
Jet,111590.51,9617.13,9527.89,346.22,30947.97,2581.26,1887.48,102514.19,0.56,15.24,33129.3,120,90.84,30.0,29022.65,38.36,Modern
Jet,89968.65,2000.0,5130.01,526.68,42150.55,1375.95,1031.76,75430.78,0.46,15.57,18622.21,180,49.41,80.0,34131.12,15.21,Modern
Piston,2648.12,487.13,172.95,126.88,9484.28,712.12,405.47,2287.44,0.48,11.49,1058.66,0,34.85,15.0,100.0,12.51,Modern
Piston,4991.31,821.0,20.0,94.02,10087.27,720.42,568.5,4245.45,0.49,12.71,1471.4,0,14.71,15.0,100.0,8.94,Legacy
Jet,115353.2,15000.0,1000.0,460.23,35569.87,1751.94,894.29,103521.8,0.67,16.32,56326.07,120,87.38,80.0,35480.79,37.74,Legacy
Piston,7769.21,783.49,20.0,153.73,10693.82,904.25,672.67,7288.79,0.48,12.99,3775.53,0,13.86,15.0,1000.0,5.5,Legacy
Turboprop,20104.44,708.53,1000.0,269.53,20429.53,2015.14,1196.72,18635.91,0.47,11.78,7176.52,0,19.13,30.0,9180.42,8.41,Modern
Turboprop,12987.82,500.0,50.0,208.56,19289.8,1592.42,1103.72,12316.71,0.43,11.82,4421.84,0,9.34,15.0,1000.0,32.09,Legacy
Jet,92707.85,2000.0,10000.0,457.9,39952.21,1725.89,1330.85,86212.93,0.6,14.07,32967.23,120,48.64,30.0,20000.0,4.29,Modern
Jet,124495.71,11332.77,1000.0,505.81,30956.56,954.51,522.24,109707.81,0.56,11.68,60658.1,120,56.98,80.0,43951.92,22.99,Legacy
Jet,120956.6,15000.0,10000.0,507.69,33987.33,1278.04,729.54,101778.44,0.44,16.27,25547.45,180,3.6,30.0,45283.98,33.44,Modern
Turboprop,17264.47,2688.33,1000.0,255.21,19757.29,936.59,708.35,16161.87,0.39,9.95,6024.46,0,18.45,15.0,4516.88,5.97,Modern
Jet,87631.51,5127.61,1000.0,480.6,39559.07,2088.25,1382.65,70445.66,0.63,17.26,38163.04,60,47.16,30.0,40132.76,13.06,Legacy
Jet,78888.28,2000.0,1000.0,435.16,37095.51,1743.47,1247.36,68375.85,0.55,15.23,38517.03,60,30.36,80.0,20046.56,26.65,Legacy
Jet,124160.08,2000.0,3484.47,340.67,34811.59,1314.85,910.46,100884.09,0.78,12.12,45409.71,120,9.01,80.0,23042.16,35.05,Modern
Turboprop,29882.88,3000.0,1000.0,228.16,19549.46,1483.92,867.13,25763.88,0.38,9.63,6795.61,0,17.72,30.0,5746.99,4.52,Modern
Jet,79849.14,10601.84,1000.0,458.07,35473.54,1691.86,972.9,69153.25,0.47,16.47,19172.53,180,64.73,80.0,24940.85,1.95,Legacy
Turboprop,19150.98,732.4,50.0,253.06,18906.33,2124.4,1078.15,17440.1,0.39,10.5,6335.19,0,21.06,15.0,5649.87,31.65,Modern
Piston,5499.68,964.32,22.18,137.21,9742.96,1078.31,726.64,4400.9,0.41,10.99,2526.59,0,13.25,15.0,543.57,23.5,Modern
Jet,66221.46,2000.0,10000.0,378.32,36281.55,1978.78,1574.49,54956.01,0.49,13.79,29946.43,330,59.3,80.0,22095.52,19.96,Modern
Turboprop,19046.52,500.0,1000.0,251.35,19728.35,1052.66,763.22,16694.47,0.42,13.28,4652.76,0,21.64,15.0,4078.01,27.45,Legacy
Jet,125769.1,15000.0,10000.0,470.71,34683.88,2144.94,1676.1,108431.51,0.38,13.52,42715.45,120,67.53,80.0,54713.83,35.12,Modern
Turboprop,12717.77,1580.39,50.0,264.35,19556.59,1563.38,984.28,11351.02,0.49,12.17,6073.35,0,19.86,15.0,4041.03,26.43,Legacy
Jet,83568.43,13395.79,5073.22,360.53,32835.92,2500.66,1829.64,75656.91,0.53,14.38,31142.57,330,41.56,80.0,20526.97,34.29,Legacy
Turboprop,19404.52,500.0,50.0,256.4,22029.66,1513.16,1083.39,15645.7,0.27,14.67,5516.61,0,19.3,15.0,2146.95,17.92,Legacy
Turboprop,20609.79,500.0,488.41,224.31,20215.96,1799.08,936.78,18088.65,0.34,12.48,5534.1,0,-1.44,15.0,4223.46,26.41,Modern
Piston,7745.16,1061.63,200.0,116.17,10415.45,823.96,548.23,7244.23,0.51,12.95,3552.35,0,42.85,8.0,1000.0,17.8,Modern
Turboprop,24802.66,2969.07,854.44,270.61,21594.03,1092.12,766.72,19865.65,0.46,11.1,5643.97,0,28.09,15.0,3482.53,13.43,Modern
Jet,49813.16,2000.0,5866.04,436.68,38349.69,1677.05,871.01,40123.82,0.4,15.15,20014.1,60,46.73,80.0,20000.0,13.74,Modern
Turboprop,7064.88,500.0,50.0,229.83,20603.43,680.42,456.47,6397.28,0.5,11.12,3090.67,0,26.89,15.0,1196.51,11.68,Modern
Turboprop,18234.36,615.99,50.0,273.72,17065.91,1687.76,910.46,15105.19,0.44,12.01,5907.1,0,15.78,15.0,8269.77,24.87,Legacy
Jet,117366.58,6607.18,6137.36,413.42,35290.67,1264.89,813.27,107625.01,0.54,16.48,45697.28,240,50.37,80.0,49533.21,29.9,Modern
Jet,120892.37,10113.61,1000.0,354.86,39017.96,1696.35,1078.2,100407.43,0.51,14.99,34021.05,120,51.92,80.0,40577.04,23.15,Modern
Piston,6194.33,300.0,200.0,180.26,11301.19,1042.14,745.77,5694.89,0.52,10.59,3017.25,0,24.55,8.0,100.0,24.18,Legacy
Turboprop,21280.27,3000.0,319.17,163.34,21068.71,1845.82,1048.95,18241.24,0.42,11.79,9609.65,0,17.2,15.0,2891.07,27.82,Legacy
Turboprop,16032.04,2966.48,50.0,213.48,18964.78,1833.37,993.44,13192.44,0.33,12.79,6707.95,0,30.8,15.0,5483.65,19.53,Modern
Jet,83795.55,2000.0,7927.38,506.74,33078.36,1436.56,735.41,78137.7,0.52,14.53,33594.2,240,71.5,30.0,28058.91,36.54,Modern
Turboprop,14006.86,2185.65,203.95,285.39,18537.83,1719.65,1315.96,11553.65,0.44,9.53,6299.11,0,23.74,15.0,4626.31,13.84,Legacy
Jet,163959.51,15000.0,6644.41,507.31,33798.72,2506.64,1921.43,145055.28,0.53,14.81,58083.58,330,40.92,30.0,71874.35,34.73,Modern
Turboprop,18313.61,3000.0,50.0,250.39,19200.08,1908.18,1077.83,15951.6,0.37,11.35,5620.22,0,29.46,30.0,5350.35,36.64,Legacy
Jet,111996.21,14804.3,6991.57,447.17,33982.68,2246.32,1489.32,92601.34,0.47,17.99,31911.12,120,29.51,30.0,42935.23,9.28,Legacy
Turboprop,20961.56,3000.0,50.0,185.84,19942.23,1909.56,1155.96,17406.22,0.4,12.37,6541.78,0,23.28,15.0,1000.0,5.3,Modern
Piston,6250.43,1500.0,175.37,108.41,9112.68,689.28,455.08,5919.86,0.44,13.11,1417.36,0,30.52,8.0,655.85,15.87,Modern
Jet,87679.11,2000.0,1000.0,384.63,32903.63,2964.01,2226.06,75527.48,0.67,15.51,39124.58,330,56.88,80.0,28698.65,22.46,Modern
Piston,3739.08,1305.5,33.96,116.08,11519.01,1041.72,531.86,3060.85,0.49,10.43,1081.49,0,14.78,8.0,100.0,5.75,Modern
Jet,132816.84,2000.0,10000.0,504.16,37524.65,2006.12,1118.85,108072.43,0.7,14.97,63530.23,120,51.55,30.0,27868.2,6.52,Modern
Turboprop,10068.27,1573.88,50.0,305.75,19424.77,1892.83,1103.16,8654.18,0.31,13.96,3868.55,0,22.02,30.0,3008.96,21.02,Legacy
Turboprop,27023.95,3000.0,1000.0,200.21,20192.1,1645.27,1077.76,22903.7,0.41,10.01,7269.54,0,23.1,15.0,6642.04,30.35,Legacy
Jet,123943.23,2162.1,9987.89,455.55,32191.22,1536.75,851.08,115818.4,0.59,18.35,42503.74,180,56.8,80.0,54915.78,18.01,Legacy
Turboprop,31371.4,2976.14,1000.0,296.88,19260.56,1555.49,1118.52,26988.4,0.4,12.55,15471.48,0,24.03,15.0,6889.7,19.56,Modern
Turboprop,17120.85,1719.33,454.15,254.09,20031.0,1394.23,1043.93,14444.18,0.42,11.98,6766.95,0,11.99,15.0,6246.45,37.03,Modern
Jet,43521.09,2000.0,1534.45,548.77,32817.49,2462.71,1920.34,39759.21,0.45,13.82,11713.12,120,80.22,30.0,20000.0,3.93,Modern
Jet,105260.86,4366.97,10000.0,441.58,42142.63,1015.29,792.42,85962.38,0.47,15.91,42684.16,120,-14.14,80.0,25782.79,38.23,Modern
Turboprop,19089.61,2205.94,597.58,246.94,17480.87,1603.51,1009.0,15906.49,0.39,12.99,8685.25,0,38.72,15.0,3792.87,33.14,Modern
Turboprop,11681.44,1559.29,1000.0,218.26,20004.66,1703.5,884.86,10177.9,0.3,14.1,3871.27,0,17.66,30.0,2031.68,5.08,Modern
Turboprop,17556.33,500.0,50.0,244.1,17709.62,1877.34,1106.08,15983.01,0.4,11.08,6216.74,0,33.93,15.0,3897.12,20.15,Legacy
Turboprop,20693.25,1691.49,1000.0,276.21,21431.91,1666.58,929.51,19102.35,0.5,14.58,5176.19,0,27.81,15.0,1265.14,12.71,Modern
Jet,140286.98,2000.0,10000.0,511.45,35924.32,2764.0,1440.95,121344.46,0.36,12.96,64690.41,330,79.72,80.0,50200.13,31.21,Modern
Turboprop,28064.86,3000.0,1000.0,332.53,18535.18,1273.58,714.82,24451.87,0.41,14.63,6448.47,0,33.14,30.0,2970.14,10.47,Modern
Jet,110165.05,15000.0,6801.99,430.3,33376.52,2621.72,1863.91,89357.11,0.69,14.15,46273.61,240,57.88,80.0,20000.0,25.85,Modern
Jet,59950.6,2686.57,7507.67,526.06,35064.33,2137.18,1098.84,55875.67,0.5,13.19,12749.62,60,63.9,80.0,24453.99,6.21,Modern
Jet,162211.28,10813.65,10000.0,513.36,34409.71,1795.47,1102.86,130252.64,0.41,15.19,64416.31,240,81.92,30.0,20000.0,22.26,Modern
Jet,137065.75,2000.0,10000.0,476.61,31567.91,1738.9,1003.69,112177.77,0.51,16.58,35393.74,120,59.5,80.0,59233.93,18.03,Legacy
Jet,127025.27,13504.73,9434.9,450.88,32551.97,1528.39,902.1,116414.99,0.62,13.64,39519.83,120,31.13,80.0,66292.37,28.26,Modern
Jet,88563.78,2000.0,1000.0,497.0,34656.66,1147.02,843.38,74189.55,0.51,17.02,40229.08,60,64.08,80.0,33280.0,31.32,Modern
Turboprop,20809.86,2086.25,1000.0,184.01,20648.55,2256.85,1302.31,18226.71,0.31,12.6,9519.6,0,29.11,30.0,5662.46,11.04,Modern
Jet,75690.58,15000.0,10000.0,520.76,41655.94,2288.68,1453.76,60678.53,0.6,16.74,23701.54,120,39.02,30.0,20000.0,33.18,Modern
Jet,139714.38,6477.12,10000.0,472.62,34712.8,2587.36,1502.65,119680.62,0.5,17.02,54487.25,120,57.52,30.0,46330.75,21.7,Modern
Jet,106786.12,2000.0,10000.0,457.15,35928.05,2197.71,1582.91,91642.34,0.56,11.9,32285.7,330,58.91,80.0,22136.89,18.32,Modern
Jet,80960.77,8098.27,10000.0,552.64,34622.32,3101.05,2400.36,76386.32,0.56,16.83,36964.26,180,24.65,30.0,27456.37,14.39,Modern
Jet,122218.95,2000.0,10000.0,434.62,30998.41,2517.3,1860.0,106090.41,0.51,13.63,47900.22,240,37.9,30.0,59682.01,3.17,Legacy
Jet,74723.88,8379.7,4363.08,447.22,40031.86,1597.42,1240.61,68782.02,0.46,16.17,28775.15,120,46.2,80.0,25243.16,15.58,Legacy
Turboprop,13518.23,3000.0,117.24,237.16,20887.97,1442.01,839.98,12787.06,0.34,12.54,5889.98,0,9.92,15.0,1500.05,2.3,Modern
Turboprop,15236.03,3000.0,1000.0,215.46,18895.13,1092.82,772.53,13934.82,0.33,10.62,5416.17,0,15.87,15.0,1459.21,36.75,Modern
Turboprop,22853.73,3000.0,1000.0,254.15,20935.78,1858.44,1287.65,21505.63,0.49,12.91,7881.63,0,31.82,15.0,4621.88,16.87,Modern
Jet,149836.66,15000.0,10000.0,419.23,43823.14,2076.66,1498.77,140776.57,0.5,13.1,69897.0,330,72.07,80.0,29646.87,37.88,Legacy
Jet,103128.33,2000.0,1000.0,497.69,34747.81,1248.69,907.83,83757.44,0.6,12.48,44398.77,180,62.06,30.0,49123.5,23.17,Modern
Turboprop,19828.19,2026.65,1000.0,238.03,19885.51,875.41,670.71,15864.6,0.38,12.16,4693.6,0,29.99,30.0,4259.84,26.87,Modern
Jet,72695.05,4484.58,1000.0,491.8,36352.97,2248.83,1423.22,58628.49,0.54,18.33,26102.29,240,62.3,30.0,33279.47,6.44,Modern
Jet,88493.03,2089.36,9918.45,423.16,39975.78,2311.93,1579.35,82144.9,0.57,15.07,37252.97,60,65.57,80.0,30519.24,36.68,Modern
Jet,117042.22,6783.32,1000.0,520.49,38727.22,1574.91,922.05,99118.7,0.59,15.91,25115.99,60,81.22,30.0,28677.06,0.89,Modern
Jet,93337.01,11869.08,10000.0,402.42,37276.94,1953.43,1326.69,75965.08,0.69,19.39,35980.64,240,69.51,30.0,34597.63,20.01,Modern
Jet,101918.77,14275.79,1000.0,486.26,28744.0,2513.72,1445.54,94243.22,0.39,14.41,21996.65,240,58.77,80.0,29985.31,2.57,Modern
Jet,99904.07,2000.0,10000.0,509.36,34032.59,2319.33,1825.1,92203.87,0.46,13.21,40755.48,60,29.36,30.0,27895.1,3.22,Legacy
Jet,110712.58,2000.0,1000.0,390.72,36141.14,1533.22,901.74,97138.76,0.66,17.43,24172.35,330,41.44,30.0,20000.0,39.05,Legacy
Jet,77887.24,2000.0,8829.62,354.09,29418.98,1754.24,910.17,66594.21,0.54,16.36,28669.12,240,53.62,30.0,27092.32,2.81,Legacy
Turboprop,24419.93,3000.0,50.0,257.24,17171.98,1501.18,792.44,22702.26,0.32,9.69,10746.57,0,22.44,30.0,8045.78,39.66,Legacy
Turboprop,12094.42,500.0,50.0,238.78,20185.66,1301.59,760.55,10791.46,0.42,14.44,4204.08,0,18.41,15.0,3214.05,33.89,Legacy
Turboprop,20907.48,500.0,50.0,293.53,19105.14,1445.56,1050.03,18168.8,0.3,12.51,9066.13,0,11.93,15.0,4457.23,31.22,Modern
Turboprop,19814.07,712.77,1000.0,289.93,21530.88,1469.99,1130.19,17984.54,0.38,10.89,6825.74,0,35.63,30.0,4604.4,24.17,Legacy
Piston,7257.93,891.22,20.0,109.75,9160.71,709.0,548.88,6859.47,0.45,9.82,3333.92,0,1.31,15.0,652.42,28.23,Modern
Jet,108572.41,2000.0,9510.8,488.91,31379.74,1860.67,1265.46,94969.55,0.56,18.65,49222.86,180,73.3,30.0,20000.0,35.47,Legacy
Jet,102583.58,8022.01,1000.0,455.81,36495.95,2169.15,1302.36,93695.34,0.66,16.2,30729.56,60,54.15,80.0,29229.52,37.16,Legacy
Jet,113376.17,2000.0,10000.0,454.42,37488.25,1659.21,1000.61,96905.69,0.53,13.45,42769.39,60,24.2,30.0,20000.0,36.44,Legacy
Turboprop,20648.68,1907.27,449.34,253.92,15535.44,1257.13,745.91,17702.98,0.48,9.89,6316.91,0,24.22,15.0,7571.07,38.96,Legacy
Turboprop,26336.15,500.0,553.98,285.61,21821.78,1036.53,713.82,24782.31,0.39,10.57,10929.95,0,13.01,15.0,6252.54,28.31,Modern
Jet,143735.77,15000.0,10000.0,441.12,33792.56,1991.31,1273.84,121698.31,0.46,16.66,39445.05,330,32.51,30.0,20975.8,0.89,Legacy
Piston,4503.35,686.6,20.0,108.89,10362.69,813.76,484.86,3797.79,0.48,16.03,1800.6,0,26.29,8.0,102.71,31.9,Modern
Jet,90885.33,15000.0,10000.0,427.71,40771.87,2223.47,1540.06,78000.33,0.77,17.01,21231.21,330,45.25,80.0,20000.0,29.33,Modern
Piston,5333.32,1201.32,20.0,91.77,10250.22,406.73,302.22,4603.54,0.43,12.73,1752.63,0,-1.77,8.0,100.0,12.47,Legacy
Jet,84240.14,9088.81,10000.0,462.9,34368.74,3349.49,2489.14,76455.42,0.56,15.28,27317.31,60,67.56,30.0,23734.87,20.77,Modern
Jet,47138.47,7412.87,1000.0,498.98,42398.15,2593.17,1881.8,41203.89,0.47,14.0,21992.42,180,26.82,80.0,20000.0,37.43,Legacy
Jet,116774.15,15000.0,8695.4,473.62,35316.29,2398.76,1725.83,105974.97,0.53,17.03,43285.48,330,47.07,30.0,34634.11,3.53,Modern
Jet,90082.39,2000.0,1257.89,468.89,39122.48,1312.86,1040.43,79090.51,0.46,10.46,28378.45,330,60.07,30.0,34100.32,38.68,Legacy
Jet,67929.26,9148.47,1000.0,491.49,36176.17,1871.25,1156.35,60818.84,0.4,13.49,28281.47,330,79.09,30.0,32116.74,7.75,Modern
Jet,115437.21,2000.0,9978.05,425.43,36087.42,1436.48,725.49,92816.05,0.47,13.15,31043.64,60,78.4,80.0,31888.94,20.35,Modern
Turboprop,27638.85,500.0,50.0,279.48,17658.55,1801.66,1278.43,24031.64,0.34,13.06,12322.11,0,19.03,15.0,4861.31,19.9,Legacy
Jet,105247.0,2000.0,1000.0,516.94,36779.89,2567.97,1565.53,88020.56,0.7,13.19,42657.71,330,71.36,80.0,29670.1,17.28,Modern
Jet,71772.73,2000.0,10000.0,427.42,41933.91,1502.63,783.58,64932.26,0.38,11.13,32282.06,240,55.09,80.0,20117.17,30.41,Modern
Turboprop,20813.18,1580.74,1000.0,278.98,19346.57,1528.14,1033.52,19429.03,0.36,10.86,7388.45,0,9.5,15.0,4415.16,29.01,Modern
Turboprop,22998.72,500.0,1000.0,243.83,23292.72,1162.34,845.28,20715.21,0.46,12.97,8051.01,0,26.18,15.0,5367.54,25.94,Modern
Jet,83568.72,5009.38,1000.0,466.67,34225.84,1664.84,975.65,68176.63,0.65,14.92,40524.45,240,23.17,30.0,32469.6,13.11,Modern
Jet,108280.02,15000.0,6511.97,381.85,31850.01,2454.27,1647.22,90249.47,0.5,14.83,50747.44,240,34.79,30.0,59671.94,5.78,Modern
Jet,165029.22,2000.0,1000.0,508.03,44878.73,2642.92,1793.33,140606.7,0.45,19.2,61406.13,240,58.2,30.0,41838.79,5.76,Modern
Jet,113696.0,15000.0,1000.0,439.34,34918.95,1660.56,905.84,101949.41,0.49,15.76,45073.33,60,43.76,80.0,26175.94,22.66,Modern
Turboprop,14818.76,507.56,50.0,284.13,19760.82,1341.62,774.09,13245.93,0.35,12.04,3347.43,0,35.58,15.0,2634.71,25.08,Modern
Jet,87694.73,2000.0,7417.41,383.04,37231.24,2221.78,1174.99,76544.58,0.69,14.25,24646.08,240,61.85,80.0,21027.62,38.55,Legacy
Jet,99327.19,15000.0,1968.94,391.53,36647.19,1937.99,1545.31,84649.85,0.52,16.04,47020.54,180,42.83,80.0,40482.32,32.7,Modern
Turboprop,22090.78,3000.0,1000.0,269.98,16507.93,1478.71,821.79,19337.15,0.35,15.05,4691.75,0,35.94,30.0,3979.23,19.93,Legacy
Jet,133503.43,15000.0,9499.67,400.82,32566.0,1827.4,996.11,125392.02,0.68,14.34,34150.43,330,76.46,30.0,47412.0,16.1,Modern
Jet,88397.1,2000.0,10000.0,470.22,33082.25,2161.34,1128.24,74159.4,0.68,14.75,19754.31,240,61.51,30.0,22853.79,32.71,Legacy
Jet,63089.0,4931.37,6362.52,447.66,34449.95,2124.87,1378.96,54709.83,0.52,16.52,22361.54,330,73.36,30.0,22450.97,27.21,Modern
Piston,3975.07,856.82,20.0,126.42,10201.51,958.12,481.34,3470.46,0.56,14.23,1103.24,0,23.13,8.0,761.89,9.94,Modern
Jet,77391.93,2000.0,1000.0,527.49,34802.53,2542.18,1861.35,63493.04,0.54,15.06,30705.97,180,56.35,30.0,20000.0,29.84,Modern
Turboprop,15311.1,500.0,1000.0,258.85,19605.51,1000.37,730.62,13487.13,0.38,12.06,4150.6,0,15.66,30.0,1277.6,7.63,Modern
Jet,127517.47,15000.0,1000.0,419.91,34400.9,2502.91,1762.35,104028.18,0.5,15.25,63194.36,180,48.95,80.0,31502.47,6.46,Modern
Jet,48344.78,13240.33,2920.92,458.71,32654.03,2448.85,1412.1,40432.64,0.5,13.91,16278.41,330,10.85,30.0,20000.0,36.29,Modern
Turboprop,20490.28,1115.56,50.0,191.81,18219.61,1626.76,936.52,17194.75,0.47,11.39,6868.69,0,31.21,30.0,1611.38,33.72,Modern
